province_id,owner_name
province_1806,Buyeo
province_4447,Unknown52
province_3927,Buyeo
province_5162,Eastern_Han_Empire
province_6464,Buyeo
province_5097,Buyeo
province_0563,Rome
province_3174,Buyeo
province_4598,Buyeo
province_4479,Eastern_Han_Empire
province_1645,Buyeo
province_3575,Rome
province_1487,Rome
province_5517,Buyeo
province_2876,Buyeo
province_0486,Eastern_Han_Empire
province_6175,Buyeo
province_6165,Buyeo
province_6172,Buyeo
province_0180,Rome
province_1671,Rome
province_6416,Buyeo
province_4702,Buyeo
province_0615,Rome
province_4537,Buyeo
province_1707,Buyeo
province_2362,Rome
province_2145,Buyeo
province_5421,Unknown29
province_2436,Buyeo
province_2511,Eastern_Han_Empire
province_0769,Buyeo
province_0415,Buyeo
province_3309,Unknown4
province_0402,Buyeo
province_0292,Buyeo
province_2752,Kush
province_1335,Buyeo
province_6333,Buyeo
province_2380,Buyeo
province_6432,Buyeo
province_0391,Buyeo
province_0155,Rome
province_2790,Buyeo
province_4496,Buyeo
province_3995,Unknown4
province_3054,Unknown27
province_4491,Rome
province_1561,Buyeo
province_0863,Buyeo
province_4996,Buyeo
province_0332,Rome
province_0838,Buyeo
province_3923,Buyeo
province_4555,Eastern_Han_Empire
province_1789,Japan
province_5964,Buyeo
province_3405,Rome
province_4204,Buyeo
province_1853,Buyeo
province_5469,Buyeo
province_0501,Buyeo
province_4253,Buyeo
province_1894,Buyeo
province_5757,Buyeo
province_5642,Buyeo
province_4530,Unknown50
province_4722,Buyeo
province_1412,Unknown54
province_6259,Buyeo
province_4486,Buyeo
province_5595,Buyeo
province_4380,Buyeo
province_6420,Rome
province_1497,Buyeo
province_6057,Unknown4
province_2274,Buyeo
province_1138,Japan
province_5141,Buyeo
province_6169,Buyeo
province_1951,Buyeo
province_5266,Buyeo
province_1569,Buyeo
province_4812,Satavahana
province_6314,Satavahana
province_5711,Rome
province_4246,Buyeo
province_1615,Rome
province_1864,Rome
province_5432,Buyeo
province_3607,Buyeo
province_1787,Buyeo
province_5918,Japan
province_1872,Buyeo
province_3298,Buyeo
province_4371,Buyeo
province_2850,Unknown29
province_2415,Buyeo
province_2544,Buyeo
province_1383,Buyeo
province_5474,Rome
province_2947,Buyeo
province_0932,Buyeo
province_0891,Buyeo
province_4335,Buyeo
province_4676,Buyeo
province_2463,Buyeo
province_6545,Buyeo
province_5346,Buyeo
province_5442,Buyeo
province_3922,Buyeo
province_4312,Buyeo
province_0850,Buyeo
province_1453,Buyeo
province_5657,Buyeo
province_5104,Japan
province_6047,Buyeo
province_2922,Buyeo
province_3762,Buyeo
province_1198,nation_0044
province_3505,Buyeo
province_2430,Buyeo
province_2202,Unknown4
province_0584,Buyeo
province_3196,Buyeo
province_4234,Rome
province_3240,Maya
province_6414,Buyeo
province_2937,Eastern_Han_Empire
province_6407,Buyeo
province_5903,Eastern_Han_Empire
province_3660,Rome
province_3609,Rome
province_3235,Buyeo
province_5808,Buyeo
province_5374,Buyeo
province_1046,Buyeo
province_0022,Eastern_Han_Empire
province_5419,Rome
province_0574,Eastern_Han_Empire
province_4379,Buyeo
province_4994,Chutus
province_1437,Buyeo
province_2020,Buyeo
province_2713,Buyeo
province_0557,Buyeo
province_1365,Buyeo
province_1144,Rome
province_1754,Buyeo
province_0919,Buyeo
province_5395,Buyeo
province_5623,Buyeo
province_3210,Buyeo
province_5641,Ceras
province_4680,Buyeo
province_0767,Buyeo
province_5589,Buyeo
province_1505,Buyeo
province_1473,Buyeo
province_4131,Buyeo
province_2768,Eastern_Han_Empire
province_3966,Himyar
province_0321,Eastern_Han_Empire
province_6026,Buyeo
province_6066,Buyeo
province_2728,Satavahana
province_5381,Eastern_Han_Empire
province_3676,Buyeo
province_6433,Buyeo
province_0406,Buyeo
province_2870,Buyeo
province_3705,Buyeo
province_1195,Buyeo
province_4957,Buyeo
province_5566,Buyeo
province_0368,Buyeo
province_1535,Buyeo
province_3045,Buyeo
province_3539,Buyeo
province_2924,Buyeo
province_5368,Buyeo
province_4498,Buyeo
province_3493,Buyeo
province_6629,nation_0024
province_0715,Rome
province_6257,Buyeo
province_2315,Buyeo
province_2100,Buyeo
province_0861,Buyeo
province_0697,Buyeo
province_5679,Buyeo
province_1466,Buyeo
province_6501,Buyeo
province_1849,Buyeo
province_5544,Buyeo
province_0164,Buyeo
province_6106,Buyeo
province_6697,Buyeo
province_0072,Buyeo
province_5256,Buyeo
province_5740,Buyeo
province_4363,Japan
province_5483,Buyeo
province_6688,Rome
province_0278,Buyeo
province_0984,Buyeo
province_6323,Buyeo
province_4327,Buyeo
province_0077,Buyeo
province_0032,Rome
province_0812,Buyeo
province_2825,Buyeo
province_1998,Buyeo
province_2510,Unknown19
province_5824,Satavahana
province_4542,Eastern_Han_Empire
province_0908,Buyeo
province_5110,Buyeo
province_5710,Buyeo
province_3306,Buyeo
province_0112,Buyeo
province_2070,Buyeo
province_3532,Buyeo
province_5535,Buyeo
province_1711,Buyeo
province_3019,Rome
province_2336,Eastern_Han_Empire
province_4781,Rome
province_0036,Rome
province_1749,Buyeo
province_3030,Unknown17
province_5383,Buyeo
province_0663,Buyeo
province_0978,Buyeo
province_1164,Buyeo
province_1713,Unknown4
province_6675,Buyeo
province_4388,Buyeo
province_3264,Buyeo
province_6429,Buyeo
province_4596,Buyeo
province_1774,Eastern_Han_Empire
province_0304,Buyeo
province_1492,Buyeo
province_4301,Buyeo
province_5466,Buyeo
province_3219,Buyeo
province_4352,Buyeo
province_6081,Buyeo
province_3670,Rome
province_1784,Persia
province_5977,Buyeo
province_5107,Buyeo
province_6436,Eastern_Han_Empire
province_6277,Buyeo
province_1677,Buyeo
province_6140,Rome
province_0223,Buyeo
province_2065,Buyeo
province_2952,Buyeo
province_5186,Buyeo
province_6234,Unknown50
province_0833,Unknown56
province_6370,Buyeo
province_1409,Buyeo
province_2642,Buyeo
province_4155,Buyeo
province_2784,Buyeo
province_2652,Buyeo
province_1861,Buyeo
province_3626,Buyeo
province_5825,Buyeo
province_1896,Buyeo
province_3070,Buyeo
province_2836,Rome
province_6228,Buyeo
province_6050,Rome
province_2233,Buyeo
province_0877,Buyeo
province_5078,Buyeo
province_3026,Buyeo
province_5083,Rome
province_0242,Buyeo
province_4824,Buyeo
province_1921,Buyeo
province_4663,Buyeo
province_2451,Buyeo
province_1212,Rome
province_4414,Buyeo
province_4712,Buyeo
province_4578,Buyeo
province_4400,Buyeo
province_2072,Buyeo
province_1110,Eastern_Han_Empire
province_1369,Buyeo
province_2740,Rome
province_2733,Buyeo
province_3353,Buyeo
province_4604,Rome
province_3620,Buyeo
province_1184,Rome
province_3834,Buyeo
province_5735,Eastern_Han_Empire
province_0050,Rome
province_0354,Buyeo
province_5191,Buyeo
province_3129,Buyeo
province_0203,Eastern_Han_Empire
province_3953,Rome
province_6652,Buyeo
province_3682,Buyeo
province_2576,Buyeo
province_5770,Rome
province_3579,Persia
province_6475,Buyeo
province_4861,Rome
province_1991,Buyeo
province_4269,Buyeo
province_2334,Buyeo
province_3808,Buyeo
province_2609,Buyeo
province_0577,Rome
province_2515,Buyeo
province_6549,Rome
province_2399,Buyeo
province_6027,Buyeo
province_2383,Rome
province_0358,Buyeo
province_0550,Buyeo
province_4641,Baekje
province_4887,Buyeo
province_6166,Rome
province_0460,Buyeo
province_1401,Buyeo
province_0741,Buyeo
province_5553,Buyeo
province_2716,Buyeo
province_3925,Rome
province_1038,Buyeo
province_4739,Unknown4
province_2133,Buyeo
province_0128,Unknown36
province_1842,Buyeo
province_3941,Rome
province_1730,Eastern_Han_Empire
province_5241,Buyeo
province_5840,Buyeo
province_6378,Rome
province_2279,Cholas
province_3459,Buyeo
province_1218,Buyeo
province_0257,Buyeo
province_5788,Eastern_Han_Empire
province_3502,Buyeo
province_1263,Buyeo
province_4376,Buyeo
province_4634,Buyeo
province_2979,Unknown6
province_1390,Buyeo
province_3024,Buyeo
province_4340,Unknown4
province_2206,Rome
province_2681,Buyeo
province_0830,Rome
province_3453,Buyeo
province_3242,Buyeo
province_2023,Buyeo
province_1687,Rome
province_5827,Rome
province_3838,Buyeo
province_2913,Buyeo
province_5636,Eastern_Han_Empire
province_2378,Buyeo
province_4683,Unknown4
province_6014,Buyeo
province_6229,Buyeo
province_2226,Rome
province_5901,Buyeo
province_0687,Buyeo
province_1215,Buyeo
province_0146,nation_0017
province_4138,Buyeo
province_3297,Buyeo
province_0130,Eastern_Han_Empire
province_4622,Buyeo
province_5015,Buyeo
province_1013,Buyeo
province_0631,Buyeo
province_1617,Rome
province_1002,Buyeo
province_6136,Buyeo
province_4117,Buyeo
province_1170,Unknown52
province_1587,Unknown4
province_0441,Rome
province_3423,Rome
province_3156,Eastern_Han_Empire
province_1039,Buyeo
province_0636,Buyeo
province_5140,Buyeo
province_2238,Buyeo
province_4499,Buyeo
province_5351,Rome
province_0671,Buyeo
province_4592,Buyeo
province_1642,Buyeo
province_4997,Buyeo
province_3081,Buyeo
province_5122,Buyeo
province_2516,Rome
province_0587,Rome
province_0711,Buyeo
province_6210,Buyeo
province_5923,Buyeo
province_0399,Buyeo
province_6485,Buyeo
province_0299,Rome
province_5121,Buyeo
province_4832,Rome
province_5166,Buyeo
province_0682,Buyeo
province_3478,Rome
province_0295,Rome
province_4945,Rome
province_1323,Satavahana
province_3046,Persia
province_0788,Buyeo
province_5596,Buyeo
province_3729,Buyeo
province_6098,Rome
province_4258,Buyeo
province_0473,Unknown42
province_4907,Buyeo
province_4842,Buyeo
province_0342,nation_0024
province_2165,Buyeo
province_3492,Buyeo
province_3716,Buyeo
province_2454,Buyeo
province_0765,Buyeo
province_1082,Buyeo
province_5539,Buyeo
province_1220,Cholas
province_0578,Buyeo
province_4213,nation_0024
province_4639,Rome
province_3193,Chutus
province_5925,Buyeo
province_1728,Buyeo
province_5575,Buyeo
province_3201,Buyeo
province_0160,Buyeo
province_1882,Cholas
province_0710,Buyeo
province_3689,Buyeo
province_2034,Rome
province_3375,Eastern_Han_Empire
province_5228,Buyeo
province_1310,Buyeo
province_0637,Buyeo
province_1296,Buyeo
province_3278,Satavahana
province_5406,Buyeo
province_5802,Buyeo
province_6044,Buyeo
province_1089,Buyeo
province_2631,Buyeo
province_4332,Buyeo
province_6319,Buyeo
province_6532,Rome
province_3351,Rome
province_4513,Buyeo
province_5851,Buyeo
province_3439,Buyeo
province_4915,Buyeo
province_1540,Unknown4
province_0762,Buyeo
province_0748,Buyeo
province_1654,Himyar
province_5023,Buyeo
province_5942,Buyeo
province_6095,Rome
province_0961,Buyeo
province_0071,Buyeo
province_4897,Rome
province_1917,Buyeo
province_1028,Buyeo
province_0839,Buyeo
province_3749,Eastern_Han_Empire
province_4815,Buyeo
province_0132,Buyeo
province_5601,Rome
province_6575,Buyeo
province_4603,Buyeo
province_2192,Buyeo
province_1699,Eastern_Han_Empire
province_5195,Buyeo
province_5741,Buyeo
province_1733,Buyeo
province_5113,Buyeo
province_0190,Buyeo
province_3696,Buyeo
province_5482,Buyeo
province_2481,Buyeo
province_1814,Buyeo
province_5883,Buyeo
province_1823,Buyeo
province_1706,Buyeo
province_0993,Buyeo
province_4073,Buyeo
province_2903,Persia_Clients
province_2123,Buyeo
province_3937,Buyeo
province_2320,Buyeo
province_1565,Ethopia
province_0288,Buyeo
province_4209,Buyeo
province_1514,Buyeo
province_1011,Buyeo
province_6123,Buyeo
province_5622,Buyeo
province_4459,Buyeo
province_3169,Buyeo
province_6283,Buyeo
province_4001,Buyeo
province_5868,Buyeo
province_1200,Buyeo
province_5546,Satavahana
province_6094,Unknown29
province_1780,Buyeo
province_1192,Buyeo
province_0340,Rome
province_5541,Unknown4
province_3933,Buyeo
province_5783,Buyeo
province_1573,Buyeo
province_6493,Rome
province_4785,Buyeo
province_0348,Buyeo
province_5038,Unknown27
province_4843,Eastern_Han_Empire
province_5181,Buyeo
province_1944,Buyeo
province_6638,Buyeo
province_3409,Buyeo
province_5263,Buyeo
province_1332,Unknown29
province_5894,Buyeo
province_2894,Eastern_Han_Empire
province_5117,Buyeo
province_1455,Unknown24
province_6647,Buyeo
province_2154,Buyeo
province_0875,Buyeo
province_4339,Satavahana
province_3522,Buyeo
province_6422,Buyeo
province_0989,Buyeo
province_3802,Buyeo
province_6019,Buyeo
province_0038,Buyeo
province_6449,Buyeo
province_3810,Buyeo
province_1729,Buyeo
province_0063,Buyeo
province_2800,Unknown4
province_3986,Buyeo
province_1177,Unknown4
province_5518,Buyeo
province_6551,Buyeo
province_6582,Eastern_Han_Empire
province_1717,Buyeo
province_4328,Buyeo
province_3649,Japan
province_4282,Buyeo
province_4181,Rome
province_5976,Unknown56
province_4690,Buyeo
province_5303,Buyeo
province_5394,Rome
province_0541,Buyeo
province_5413,Buyeo
province_2035,Buyeo
province_1019,Buyeo
province_0419,Buyeo
province_2488,Buyeo
province_3751,Buyeo
province_3254,Buyeo
province_5048,Rome
province_5276,Unknown14
province_4613,Rome
province_4835,Buyeo
province_1523,Unknown4
province_5758,Unknown4
province_3165,Unknown40
province_1483,Buyeo
province_6109,Buyeo
province_5307,Rome
province_1899,Buyeo
province_5810,Rome
province_2872,Buyeo
province_6374,Rome
province_4435,Buyeo
province_2778,Rome
province_2184,Rome
province_0779,Buyeo
province_6472,Buyeo
province_0620,Buyeo
province_4906,Buyeo
province_0270,Buyeo
province_5779,Buyeo
province_6558,Unknown4
province_1590,Buyeo
province_2938,Buyeo
province_1438,Buyeo
province_2539,Buyeo
province_5397,Rome
province_2886,Buyeo
province_4102,Rome
province_0427,Buyeo
province_1460,Buyeo
province_6103,Buyeo
province_3601,Buyeo
province_1817,Eastern_Han_Empire
province_4691,Unknown29
province_3209,Buyeo
province_3975,Buyeo
province_1045,Rome
province_3964,Buyeo
province_5860,Buyeo
province_0349,Rome
province_6473,Buyeo
province_5957,Buyeo
province_0432,Buyeo
province_3260,Buyeo
province_1582,Buyeo
province_3963,Buyeo
province_1343,Eastern_Han_Empire
province_4206,Buyeo
province_4140,Buyeo
province_6562,Buyeo
province_0125,Unknown4
province_1832,Rome
province_1714,Rome
province_4146,Buyeo
province_4110,Rome
province_3518,Buyeo
province_5898,Buyeo
province_0791,Rome
province_1227,Buyeo
province_0394,Buyeo
province_5875,Buyeo
province_0028,Buyeo
province_5846,Chutus
province_3965,Buyeo
province_1219,Buyeo
province_3326,Buyeo
province_2780,Buyeo
province_2982,Buyeo
province_5665,Buyeo
province_4133,Buyeo
province_2439,Buyeo
province_1598,Buyeo
province_3648,Persia
province_5067,Rome
province_0149,Rome
province_3481,Buyeo
province_5568,nation_0061
province_5382,Rome
province_5524,Buyeo
province_4763,Buyeo
province_0389,Buyeo
province_1302,Buyeo
province_1194,Rome
province_3893,Buyeo
province_6203,Rome
province_2018,Buyeo
province_6126,Buyeo
province_0868,Buyeo
province_1221,Buyeo
province_6242,Buyeo
province_2095,Rome
province_6295,Buyeo
province_0628,Eastern_Han_Empire
province_1152,Buyeo
province_3854,Rome
province_1085,Buyeo
province_2869,Buyeo
province_4104,Buyeo
province_4943,Buyeo
province_1919,Buyeo
province_4509,Buyeo
province_1389,Buyeo
province_4457,Rome
province_0069,Unknown4
province_4296,Buyeo
province_0915,Buyeo
province_0325,Buyeo
province_4571,Buyeo
province_2422,Buyeo
province_0152,Buyeo
province_1631,Buyeo
province_1237,Buyeo
province_2106,Buyeo
province_0511,Buyeo
province_5515,Buyeo
province_5339,Buyeo
province_6226,Buyeo
province_4409,Buyeo
province_0777,Rome
province_4653,Buyeo
province_3066,Unknown29
province_4182,Eastern_Han_Empire
province_6346,Buyeo
province_0881,Buyeo
province_3467,Buyeo
province_1534,Buyeo
province_1604,Buyeo
province_6559,Rome
province_1563,Baekje
province_2957,Buyeo
province_0385,Buyeo
province_1290,Buyeo
province_5556,Unknown4
province_4156,Rome
province_0662,Buyeo
province_1078,Buyeo
province_2112,Buyeo
province_5014,Buyeo
province_0527,Buyeo
province_6643,Buyeo
province_4298,Rome
province_6527,Buyeo
province_5100,Buyeo
province_0452,Buyeo
province_5930,Unknown52
province_4669,Rome
province_2019,Unknown29
province_4609,Eastern_Han_Empire
province_3821,Buyeo
province_3991,Buyeo
province_5312,Buyeo
province_5498,Buyeo
province_0650,Fugan
province_0329,Buyeo
province_4697,Ethopia
province_6115,Satavahana
province_0291,Buyeo
province_3524,Rome
province_2367,Unknown4
province_5728,Buyeo
province_0093,Buyeo
province_4008,Buyeo
province_4489,Buyeo
province_5313,Buyeo
province_3707,Buyeo
province_3432,Buyeo
province_3182,Buyeo
province_5514,Buyeo
province_6134,Buyeo
province_5761,Rome
province_3091,Buyeo
province_1026,Buyeo
province_1145,Buyeo
province_5430,Eastern_Han_Empire
province_0657,Rome
province_3971,Buyeo
province_6288,Buyeo
province_0300,Buyeo
province_0480,Rome
province_3722,Buyeo
province_1258,Rome
province_4840,Buyeo
province_1950,Buyeo
province_4662,Rome
province_4802,Buyeo
province_6006,Buyeo
province_2247,Unknown4
province_6606,Rome
province_5838,Buyeo
province_3899,Buyeo
province_1163,Eastern_Han_Empire
province_5604,Rome
province_6067,Buyeo
province_5331,Buyeo
province_4766,Rome
province_0770,Maya
province_3374,Unknown53
province_0745,Buyeo
province_2706,Buyeo
province_2049,Buyeo
province_2502,Unknown4
province_4833,Buyeo
province_2397,Satavahana
province_5654,Buyeo
province_2702,Rome
province_2366,Buyeo
province_2688,Buyeo
province_4743,Buyeo
province_1245,Buyeo
province_6488,Buyeo
province_4404,Buyeo
province_2486,Japan
province_2915,Buyeo
province_5456,Buyeo
province_1306,Buyeo
province_4016,Buyeo
province_2155,Buyeo
province_3247,Rome
province_0974,Buyeo
province_5085,Persia
province_5684,Buyeo
province_4057,Buyeo
province_4631,Kush
province_4500,Unknown28
province_6487,Buyeo
province_3996,Buyeo
province_5775,Unknown7
province_3604,Unknown15
province_1763,Buyeo
province_4908,Buyeo
province_4710,Buyeo
province_6650,Eastern_Han_Empire
province_0580,Eastern_Han_Empire
province_6068,Rome
province_1663,Buyeo
province_0966,Buyeo
province_5694,Buyeo
province_1891,Buyeo
province_3300,Rome
province_6481,Buyeo
province_6345,Buyeo
province_4252,Rome
province_6367,Buyeo
province_3103,Buyeo
province_4440,Buyeo
province_0699,Rome
province_4355,Buyeo
province_5836,Buyeo
province_1231,Buyeo
province_2117,Rome
province_0338,Buyeo
province_4644,Rome
province_6611,Buyeo
province_2548,Buyeo
province_1742,Rome
province_1980,Buyeo
province_2007,Rome
province_6117,Buyeo
province_6490,Buyeo
province_0911,Buyeo
province_2001,Buyeo
province_2703,Buyeo
province_3907,Buyeo
province_1284,Buyeo
province_0046,Buyeo
province_2139,Buyeo
province_3338,Buyeo
province_5667,Buyeo
province_6359,Buyeo
province_3277,Rome
province_5488,Rome
province_2527,Buyeo
province_3641,Buyeo
province_4480,Buyeo
province_3735,Buyeo
province_5053,Buyeo
province_1916,Buyeo
province_2321,Buyeo
province_1429,Buyeo
province_6634,Buyeo
province_2396,Buyeo
province_2408,Buyeo
province_1898,Buyeo
province_1940,Buyeo
province_2002,Rome
province_3047,Buyeo
province_2900,Buyeo
province_5243,Buyeo
province_0347,Buyeo
province_1202,Buyeo
province_2255,Satavahana
province_2522,Maya
province_5717,Buyeo
province_3690,Eastern_Han_Empire
province_2189,Unknown4
province_3058,Buyeo
province_2240,Buyeo
province_3612,Buyeo
province_3884,Buyeo
province_2564,Buyeo
province_6668,Buyeo
province_2368,Roman_Clients
province_3033,Buyeo
province_1705,Rome
province_6185,Buyeo
province_5937,Buyeo
province_2531,Buyeo
province_5290,Buyeo
province_4988,Buyeo
province_2565,Buyeo
province_2558,Buyeo
province_0123,Buyeo
province_6254,Buyeo
province_3988,Buyeo
province_4687,Buyeo
province_1972,Buyeo
province_5643,Buyeo
province_2215,Buyeo
province_1541,Buyeo
province_1680,Chutus
province_5781,Buyeo
province_4675,Buyeo
province_3434,Baekje
province_6120,Buyeo
province_0893,Eastern_Han_Empire
province_0725,Buyeo
province_5816,Buyeo
province_5219,Buyeo
province_3753,Buyeo
province_1439,Buyeo
province_5293,Buyeo
province_2373,Buyeo
province_6048,Buyeo
province_4556,Buyeo
province_1831,Eastern_Han_Empire
province_6704,nation_0082
province_4841,Buyeo
province_6642,Buyeo
province_4548,Buyeo
province_5708,Buyeo
province_4349,Rome
province_2799,Buyeo
province_1048,Rome
province_5316,Buyeo
province_3719,Buyeo
province_6510,Buyeo
province_5245,Eastern_Han_Empire
province_4648,Buyeo
province_5644,Buyeo
province_2183,Buyeo
province_6587,Buyeo
province_4723,Buyeo
province_5091,Unknown34
province_1345,Buyeo
province_4154,Buyeo
province_1479,Buyeo
province_3623,Buyeo
province_3688,Buyeo
province_4993,Rome
province_5547,Rome
province_4164,Buyeo
province_1732,Buyeo
province_3048,Buyeo
province_2461,nation_0017
province_5450,Buyeo
province_1131,Buyeo
province_3321,Rome
province_3102,Hadamut
province_3412,Buyeo
province_3785,Buyeo
province_1776,Buyeo
province_4324,Rome
province_3955,Buyeo
province_2730,Buyeo
province_4529,Buyeo
province_4733,Rome
province_2048,Rome
province_1043,Buyeo
province_0183,Buyeo
province_0869,Ethopia
province_1499,Satavahana
province_2195,Buyeo
province_4916,Buyeo
province_4354,Unknown4
province_6104,Buyeo
province_2925,Buyeo
province_2918,Buyeo
province_6530,Buyeo
province_6399,Buyeo
province_3635,Buyeo
province_6182,Eastern_Han_Empire
province_1226,Buyeo
province_3259,Unknown51
province_4353,Buyeo
province_5404,Rome
province_0679,Persia
province_0844,Fugan
province_1443,Rome
province_3580,Buyeo
province_5869,Rome
province_4273,Buyeo
province_2909,Buyeo
province_5879,Rome
province_5719,Buyeo
province_6248,Buyeo
province_5062,Rome
province_3342,Buyeo
province_4366,Buyeo
province_2686,nation_0039
province_4281,Buyeo
province_3882,Buyeo
province_1612,Buyeo
province_4736,Buyeo
province_5581,Rome
province_5034,Unknown14
province_2076,Buyeo
province_3332,Buyeo
province_5823,Buyeo
province_6476,Eastern_Han_Empire
province_1484,Rome
province_2893,Buyeo
province_4516,Buyeo
province_4753,Buyeo
province_1318,Kush
province_4787,Buyeo
province_1368,Buyeo
province_5682,Buyeo
province_1946,Buyeo
province_5902,Rome
province_2587,Buyeo
province_5722,Buyeo
province_0157,Buyeo
province_3450,Buyeo
province_0864,Eastern_Han_Empire
province_1410,Buyeo
province_4895,Buyeo
province_6360,Buyeo
province_2775,Buyeo
province_1066,Eastern_Han_Empire
province_6085,Unknown36
province_6529,Buyeo
province_2472,Buyeo
province_5042,Buyeo
province_2097,Buyeo
province_6455,Buyeo
province_5759,Eastern_Han_Empire
province_4317,Buyeo
province_2526,Kush
province_3853,Eastern_Han_Empire
province_2956,Buyeo
province_4021,Buyeo
province_0832,Unknown29
province_4923,Rome
province_0150,Buyeo
province_6552,Japan
province_1217,Buyeo
province_6543,Buyeo
province_3384,Rome
province_3473,Buyeo
province_4272,Buyeo
province_1444,Unknown4
province_1456,Eastern_Han_Empire
province_2715,Buyeo
province_0985,Buyeo
province_0154,Buyeo
province_2067,Buyeo
province_4792,Buyeo
province_0640,Satavahana
province_1785,Rome
province_4911,Buyeo
province_4063,Buyeo
province_2766,Buyeo
province_5640,Buyeo
province_3139,Buyeo
province_4925,Buyeo
province_0120,Buyeo
province_2622,Buyeo
province_4960,Rome
province_4958,Buyeo
province_2504,Buyeo
province_5888,Rome
province_5233,Buyeo
province_0639,Buyeo
province_2673,Rome
province_3774,Buyeo
province_5921,Buyeo
province_3380,Buyeo
province_5582,nation_0061
province_6063,Buyeo
province_3060,Buyeo
province_4158,Unknown55
province_5272,Buyeo
province_2649,Buyeo
province_0196,Buyeo
province_2801,Buyeo
province_3714,Rome
province_0091,Buyeo
province_5361,Unknown4
province_4310,Unknown4
province_5373,Rome
province_4044,Buyeo
province_0450,Buyeo
province_1388,Buyeo
province_1988,Buyeo
province_5914,Buyeo
province_1347,Buyeo
province_3442,Buyeo
province_0573,Buyeo
province_3059,Rome
province_2425,Buyeo
province_6447,Buyeo
province_5820,nation_0045
province_6594,Buyeo
province_5880,Unknown4
province_3163,Buyeo
province_1752,Buyeo
province_2773,Buyeo
province_0771,Buyeo
province_1457,Buyeo
province_4759,Buyeo
province_6197,Buyeo
province_4889,Buyeo
province_1674,Japan
province_3141,Unknown4
province_0147,Rome
province_0895,Buyeo
province_3513,Buyeo
province_4157,Buyeo
province_0272,Buyeo
province_5751,Unknown29
province_2690,Rome
province_0198,Buyeo
province_1657,Buyeo
province_2148,Rome
province_4825,Buyeo
province_0565,Buyeo
province_1233,Buyeo
province_1910,Buyeo
province_1844,Buyeo
province_2144,Buyeo
province_4148,Rome
province_0696,Buyeo
province_5128,Buyeo
province_2298,Fugan
province_4560,Buyeo
province_2940,Buyeo
province_2793,Buyeo
province_1818,Buyeo
province_0479,Buyeo
province_2574,Rome
province_4852,Buyeo
province_1716,Buyeo
province_4052,Buyeo
province_1416,Buyeo
province_2237,Buyeo
province_4701,Buyeo
province_0017,Buyeo
province_2339,Buyeo
province_3286,Buyeo
province_0459,Buyeo
province_2012,Eastern_Han_Empire
province_4082,Buyeo
province_6386,Rome
province_1918,Buyeo
province_0114,Buyeo
province_6408,Buyeo
province_6454,Eastern_Han_Empire
province_4068,Buyeo
province_0451,Buyeo
province_1840,Buyeo
province_6271,Buyeo
province_4091,Rome
province_0345,Buyeo
province_5402,Eastern_Han_Empire
province_4259,Buyeo
province_0811,Rome
province_2562,Eastern_Han_Empire
