ARGB,ARGB_HEX,provinceId
4281628747,0xFF34784B,province_0088
4281628920,0xFF3478F8,province_0089
4281629941,0xFF347CF5,province_0090
4281630659,0xFF347FC3,province_0091
4281631876,0xFF348484,province_0092
4281631980,0xFF3484EC,province_0093
4281632965,0xFF3488C5,province_0094
4281635638,0xFF349336,province_0095
4281636482,0xFF349682,province_0096
4281637097,0xFF3498E9,province_0097
4281638319,0xFF349DAF,province_0098
4281640015,0xFF34A44F,province_0099
4281642657,0xFF34AEA1,province_0100
4281644769,0xFF34B6E1,province_0101
4281645268,0xFF34B8D4,province_0102
4281646407,0xFF34BD47,province_0103
4281646656,0xFF34BE40,province_0104
4281648885,0xFF34C6F5,province_0105
4281655185,0xFF34DF91,province_0106
4281660766,0xFF34F55E,province_0107
4281661360,0xFF34F7B0,province_0108
4281678190,0xFF35396E,province_0109
4281678431,0xFF353A5F,province_0110
4281683023,0xFF354C4F,province_0111
4281683599,0xFF354E8F,province_0112
4281683672,0xFF354ED8,province_0113
4281684570,0xFF35525A,province_0114
4281686879,0xFF355B5F,province_0115
4281687902,0xFF355F5E,province_0116
4281688195,0xFF356083,province_0117
4281689085,0xFF3563FD,province_0118
4281689144,0xFF356438,province_0119
4281691641,0xFF356DF9,province_0120
4281693379,0xFF3574C3,province_0121
4281694184,0xFF3577E8,province_0122
4281694666,0xFF3579CA,province_0123
4281695590,0xFF357D66,province_0124
4281696481,0xFF3580E1,province_0125
4281698973,0xFF358A9D,province_0126
4281700442,0xFF35905A,province_0127
4281702136,0xFF3596F8,province_0128
4281709023,0xFF35B1DF,province_0129
4281709549,0xFF35B3ED,province_0130
4281709797,0xFF35B4E5,province_0131
4281710770,0xFF35B8B2,province_0132
4281712285,0xFF35BE9D,province_0133
4281716206,0xFF35CDEE,province_0134
4281716624,0xFF35CF90,province_0135
4281718676,0xFF35D794,province_0136
4281725613,0xFF35F2AD,province_0137
4281726124,0xFF35F4AC,province_0138
4281726683,0xFF35F6DB,province_0139
4281728624,0xFF35FE70,province_0140
4281750923,0xFF36558B,province_0141
4281750956,0xFF3655AC,province_0142
4281754942,0xFF36653E,province_0143
4281756314,0xFF366A9A,province_0144
4281757364,0xFF366EB4,province_0145
4281759370,0xFF36768A,province_0146
4281759880,0xFF367888,province_0147
4281760334,0xFF367A4E,province_0148
4281760949,0xFF367CB5,province_0149
4281762420,0xFF368274,province_0150
4281762528,0xFF3682E0,province_0151
4281764763,0xFF368B9B,province_0152
4281767049,0xFF369489,province_0153
4281767623,0xFF3696C7,province_0154
4281769311,0xFF369D5F,province_0155
4281769722,0xFF369EFA,province_0156
4281770408,0xFF36A1A8,province_0157
4281771185,0xFF36A4B1,province_0158
4281772597,0xFF36AA35,province_0159
4281775809,0xFF36B6C1,province_0160
4281778140,0xFF36BFDC,province_0161
4281779597,0xFF36C58D,province_0162
4281779643,0xFF36C5BB,province_0163
4281780543,0xFF36C93F,province_0164
4281780989,0xFF36CAFD,province_0165
4281785220,0xFF36DB84,province_0166
4281787324,0xFF36E3BC,province_0167
4281788565,0xFF36E895,province_0168
4281789520,0xFF36EC50,province_0169
4281789790,0xFF36ED5E,province_0170
4281790161,0xFF36EED1,province_0171
4281792458,0xFF36F7CA,province_0172
4281794509,0xFF36FFCD,province_0173
4281811808,0xFF374360,province_0174
4281812715,0xFF3746EB,province_0175
4281814135,0xFF374C77,province_0176
4281815721,0xFF3752A9,province_0177
4281816539,0xFF3755DB,province_0178
4281817259,0xFF3758AB,province_0179
4281817447,0xFF375967,province_0180
4281819216,0xFF376050,province_0181
4281819289,0xFF376099,province_0182
4281820320,0xFF3764A0,province_0183
4281820323,0xFF3764A3,province_0184
4281820365,0xFF3764CD,province_0185
4281821284,0xFF376864,province_0186
4281825432,0xFF377898,province_0187
4281825656,0xFF377978,province_0188
4281826907,0xFF377E5B,province_0189
4281828660,0xFF378534,province_0190
4281829177,0xFF378739,province_0191
4281829364,0xFF3787F4,province_0192
4281830482,0xFF378C52,province_0193
4281830530,0xFF378C82,province_0194
4281831407,0xFF378FEF,province_0195
4281834056,0xFF379A48,province_0196
4281835195,0xFF379EBB,province_0197
4281835903,0xFF37A17F,province_0198
4281836445,0xFF37A39D,province_0199
4281838426,0xFF37AB5A,province_0200
4281838549,0xFF37ABD5,province_0201
4281845880,0xFF37C878,province_0202
4281852467,0xFF37E233,province_0203
4281853567,0xFF37E67F,province_0204
4281854783,0xFF37EB3F,province_0205
4281857228,0xFF37F4CC,province_0206
4281858257,0xFF37F8D1,province_0207
4281858288,0xFF37F8F0,province_0208
4281859011,0xFF37FBC3,province_0209
4281859142,0xFF37FC46,province_0210
4281859935,0xFF37FF5F,province_0211
4281873333,0xFF3833B5,province_0212
4281875664,0xFF383CD0,province_0213
4281876420,0xFF383FC4,province_0214
4281876868,0xFF384184,province_0215
4281878387,0xFF384773,province_0216
4281879514,0xFF384BDA,province_0217
4281879704,0xFF384C98,province_0218
4281881320,0xFF3852E8,province_0219
4281882698,0xFF38584A,province_0220
4281883260,0xFF385A7C,province_0221
4281885305,0xFF386279,province_0222
4281885917,0xFF3864DD,province_0223
4281889261,0xFF3871ED,province_0224
4281889743,0xFF3873CF,province_0225
4281890169,0xFF387579,province_0226
4281891561,0xFF387AE9,province_0227
4281893794,0xFF3883A2,province_0228
4281894015,0xFF38847F,province_0229
4281899136,0xFF389880,province_0230
4281907626,0xFF38B9AA,province_0231
4281908821,0xFF38BE55,province_0232
4281911124,0xFF38C754,province_0233
4281911415,0xFF38C877,province_0234
4281913809,0xFF38D1D1,province_0235
4281915242,0xFF38D76A,province_0236
4281915567,0xFF38D8AF,province_0237
4281915712,0xFF38D940,province_0238
4281920931,0xFF38EDA3,province_0239
4281922467,0xFF38F3A3,province_0240
4281922783,0xFF38F4DF,province_0241
4281923243,0xFF38F6AB,province_0242
4281924466,0xFF38FB72,province_0243
4281940104,0xFF393888,province_0244
4281940789,0xFF393B35,province_0245
4281945725,0xFF394E7D,province_0246
4281946008,0xFF394F98,province_0247
4281946784,0xFF3952A0,province_0248
4281951854,0xFF39666E,province_0249
4281951916,0xFF3966AC,province_0250
4281953190,0xFF396BA6,province_0251
4281953861,0xFF396E45,province_0252
4281954520,0xFF3970D8,province_0253
4281955560,0xFF3974E8,province_0254
4281957625,0xFF397CF9,province_0255
4281959364,0xFF3983C4,province_0256
4281962306,0xFF398F42,province_0257
4281963732,0xFF3994D4,province_0258
4281967032,0xFF39A1B8,province_0259
4281969244,0xFF39AA5C,province_0260
4281969464,0xFF39AB38,province_0261
4281969821,0xFF39AC9D,province_0262
4281970174,0xFF39ADFE,province_0263
4281973069,0xFF39B94D,province_0264
4281973238,0xFF39B9F6,province_0265
4281976253,0xFF39C5BD,province_0266
4281976259,0xFF39C5C3,province_0267
4281976922,0xFF39C85A,province_0268
4281977564,0xFF39CADC,province_0269
4281984610,0xFF39E662,province_0270
4281987133,0xFF39F03D,province_0271
4281988172,0xFF39F44C,province_0272
4281988603,0xFF39F5FB,province_0273
4281988685,0xFF39F64D,province_0274
4281990078,0xFF39FBBE,province_0275
4282005197,0xFF3A36CD,province_0276
4282005555,0xFF3A3833,province_0277
4282006634,0xFF3A3C6A,province_0278
4282006701,0xFF3A3CAD,province_0279
4282008158,0xFF3A425E,province_0280
4282011029,0xFF3A4D95,province_0281
4282012597,0xFF3A53B5,province_0282
4282012919,0xFF3A54F7,province_0283
4282014419,0xFF3A5AD3,province_0284
4282015166,0xFF3A5DBE,province_0285
4282017856,0xFF3A6840,province_0286
4282018652,0xFF3A6B5C,province_0287
4282019240,0xFF3A6DA8,province_0288
4282019741,0xFF3A6F9D,province_0289
4282019947,0xFF3A706B,province_0290
4282019970,0xFF3A7082,province_0291
4282026413,0xFF3A89AD,province_0292
4282027827,0xFF3A8F33,province_0293
4282031671,0xFF3A9E37,province_0294
4282033736,0xFF3AA648,province_0295
4282035562,0xFF3AAD6A,province_0296
4282036958,0xFF3AB2DE,province_0297
4282039280,0xFF3ABBF0,province_0298
4282039988,0xFF3ABEB4,province_0299
4282040681,0xFF3AC169,province_0300
4282041026,0xFF3AC2C2,province_0301
4282043461,0xFF3ACC45,province_0302
4282044648,0xFF3AD0E8,province_0303
4282045006,0xFF3AD24E,province_0304
4282046152,0xFF3AD6C8,province_0305
4282047217,0xFF3ADAF1,province_0306
4282051185,0xFF3AEA71,province_0307
4282053966,0xFF3AF54E,province_0308
4282055034,0xFF3AF97A,province_0309
4282075048,0xFF3B47A8,province_0310
4282077549,0xFF3B516D,province_0311
4282077858,0xFF3B52A2,province_0312
4282081946,0xFF3B629A,province_0313
4282085352,0xFF3B6FE8,province_0314
4282087137,0xFF3B76E1,province_0315
4282089652,0xFF3B80B4,province_0316
4282091639,0xFF3B8877,province_0317
4282091688,0xFF3B88A8,province_0318
4282096285,0xFF3B9A9D,province_0319
4282096323,0xFF3B9AC3,province_0320
4282097034,0xFF3B9D8A,province_0321
4282098063,0xFF3BA18F,province_0322
4282098852,0xFF3BA4A4,province_0323
4282099697,0xFF3BA7F1,province_0324
4282101133,0xFF3BAD8D,province_0325
4282103267,0xFF3BB5E3,province_0326
4282105056,0xFF3BBCE0,province_0327
4282106050,0xFF3BC0C2,province_0328
4282107268,0xFF3BC584,province_0329
4282107506,0xFF3BC672,province_0330
4282107838,0xFF3BC7BE,province_0331
4282108073,0xFF3BC8A9,province_0332
4282111095,0xFF3BD477,province_0333
4282116088,0xFF3BE7F8,province_0334
4282117316,0xFF3BECC4,province_0335
4282120503,0xFF3BF937,province_0336
4282121376,0xFF3BFCA0,province_0337
4282135401,0xFF3C3369,province_0338
4282137589,0xFF3C3BF5,province_0339
4282143395,0xFF3C52A3,province_0340
4282146034,0xFF3C5CF2,province_0341
4282146662,0xFF3C5F66,province_0342
4282147442,0xFF3C6272,province_0343
4282148817,0xFF3C67D1,province_0344
4282153296,0xFF3C7950,province_0345
4282158269,0xFF3C8CBD,province_0346
4282159443,0xFF3C9153,province_0347
4282161761,0xFF3C9A61,province_0348
4282166457,0xFF3CACB9,province_0349
4282169584,0xFF3CB8F0,province_0350
4282172009,0xFF3CC269,province_0351
4282173572,0xFF3CC884,province_0352
4282173665,0xFF3CC8E1,province_0353
4282177780,0xFF3CD8F4,province_0354
4282178515,0xFF3CDBD3,province_0355
4282181068,0xFF3CE5CC,province_0356
4282181349,0xFF3CE6E5,province_0357
4282181711,0xFF3CE84F,province_0358
4282182044,0xFF3CE99C,province_0359
4282182283,0xFF3CEA8B,province_0360
4282185522,0xFF3CF732,province_0361
4282201788,0xFF3D36BC,province_0362
4282204302,0xFF3D408E,province_0363
4282204561,0xFF3D4191,province_0364
4282206701,0xFF3D49ED,province_0365
4282211173,0xFF3D5B65,province_0366
4282212787,0xFF3D61B3,province_0367
4282212964,0xFF3D6264,province_0368
4282216056,0xFF3D6E78,province_0369
4282216552,0xFF3D7068,province_0370
4282216772,0xFF3D7144,province_0371
4282217864,0xFF3D7588,province_0372
4282220246,0xFF3D7ED6,province_0373
4282221383,0xFF3D8347,province_0374
4282223696,0xFF3D8C50,province_0375
4282224735,0xFF3D905F,province_0376
4282224852,0xFF3D90D4,province_0377
4282225518,0xFF3D936E,province_0378
4282226654,0xFF3D97DE,province_0379
4282227379,0xFF3D9AB3,province_0380
4282228420,0xFF3D9EC4,province_0381
4282229496,0xFF3DA2F8,province_0382
4282229560,0xFF3DA338,province_0383
4282232423,0xFF3DAE67,province_0384
4282233541,0xFF3DB2C5,province_0385
4282233717,0xFF3DB375,province_0386
4282237545,0xFF3DC269,province_0387
4282237936,0xFF3DC3F0,province_0388
4282239392,0xFF3DC9A0,province_0389
4282240316,0xFF3DCD3C,province_0390
4282243128,0xFF3DD838,province_0391
4282243807,0xFF3DDADF,province_0392
4282250865,0xFF3DF671,province_0393
4282253191,0xFF3DFF87,province_0394
4282268845,0xFF3E3CAD,province_0395
4282269849,0xFF3E4099,province_0396
4282272072,0xFF3E4948,province_0397
4282272470,0xFF3E4AD6,province_0398
4282273257,0xFF3E4DE9,province_0399
4282273649,0xFF3E4F71,province_0400
4282275062,0xFF3E54F6,province_0401
4282276594,0xFF3E5AF2,province_0402
4282277211,0xFF3E5D5B,province_0403
4282278209,0xFF3E6141,province_0404
4282279101,0xFF3E64BD,province_0405
4282279640,0xFF3E66D8,province_0406
4282280140,0xFF3E68CC,province_0407
4282281938,0xFF3E6FD2,province_0408
4282283496,0xFF3E75E8,province_0409
4282283861,0xFF3E7755,province_0410
4282287548,0xFF3E85BC,province_0411
4282290325,0xFF3E9095,province_0412
4282291893,0xFF3E96B5,province_0413
4282292688,0xFF3E99D0,province_0414
4282293902,0xFF3E9E8E,province_0415
4282294716,0xFF3EA1BC,province_0416
4282296815,0xFF3EA9EF,province_0417
4282298008,0xFF3EAE98,province_0418
4282298263,0xFF3EAF97,province_0419
4282299235,0xFF3EB363,province_0420
4282299534,0xFF3EB48E,province_0421
4282301331,0xFF3EBB93,province_0422
4282303910,0xFF3EC5A6,province_0423
4282307303,0xFF3ED2E7,province_0424
4282310287,0xFF3EDE8F,province_0425
4282311076,0xFF3EE1A4,province_0426
4282314410,0xFF3EEEAA,province_0427
4282332891,0xFF3F36DB,province_0428
4282333258,0xFF3F384A,province_0429
4282333817,0xFF3F3A79,province_0430
4282338718,0xFF3F4D9E,province_0431
4282338962,0xFF3F4E92,province_0432
4282339264,0xFF3F4FC0,province_0433
4282340323,0xFF3F53E3,province_0434
4282340831,0xFF3F55DF,province_0435
4282342736,0xFF3F5D50,province_0436
4282345635,0xFF3F68A3,province_0437
4282347153,0xFF3F6E91,province_0438
4282349911,0xFF3F7957,province_0439
4282351261,0xFF3F7E9D,province_0440
4282351420,0xFF3F7F3C,province_0441
4282351561,0xFF3F7FC9,province_0442
4282352378,0xFF3F82FA,province_0443
4282357406,0xFF3F969E,province_0444
4282359982,0xFF3FA0AE,province_0445
4282360531,0xFF3FA2D3,province_0446
4282361078,0xFF3FA4F6,province_0447
4282361250,0xFF3FA5A2,province_0448
4282363355,0xFF3FADDB,province_0449
4282363784,0xFF3FAF88,province_0450
4282364671,0xFF3FB2FF,province_0451
4282364777,0xFF3FB369,province_0452
4282367371,0xFF3FBD8B,province_0453
4282367626,0xFF3FBE8A,province_0454
4282369400,0xFF3FC578,province_0455
4282370113,0xFF3FC841,province_0456
4282370673,0xFF3FCA71,province_0457
4282378734,0xFF3FE9EE,province_0458
4282381662,0xFF3FF55E,province_0459
4282383511,0xFF3FFC97,province_0460
4282397342,0xFF40329E,province_0461
4282398020,0xFF403544,province_0462
4282398102,0xFF403596,province_0463
4282400242,0xFF403DF2,province_0464
4282400341,0xFF403E55,province_0465
4282401867,0xFF40444B,province_0466
4282403326,0xFF4049FE,province_0467
4282405343,0xFF4051DF,province_0468
4282405615,0xFF4052EF,province_0469
4282407278,0xFF40596E,province_0470
4282410821,0xFF406745,province_0471
4282411083,0xFF40684B,province_0472
4282415230,0xFF40787E,province_0473
4282418321,0xFF408491,province_0474
4282418843,0xFF40869B,province_0475
4282419017,0xFF408749,province_0476
4282419357,0xFF40889D,province_0477
4282419432,0xFF4088E8,province_0478
4282420056,0xFF408B58,province_0479
4282420940,0xFF408ECC,province_0480
4282421171,0xFF408FB3,province_0481
4282421375,0xFF40907F,province_0482
4282421930,0xFF4092AA,province_0483
4282425507,0xFF40A0A3,province_0484
4282425522,0xFF40A0B2,province_0485
4282427335,0xFF40A7C7,province_0486
4282427763,0xFF40A973,province_0487
4282431333,0xFF40B765,province_0488
4282432108,0xFF40BA6C,province_0489
4282432885,0xFF40BD75,province_0490
4282437609,0xFF40CFE9,province_0491
4282440107,0xFF40D9AB,province_0492
4282440397,0xFF40DACD,province_0493
4282443227,0xFF40E5DB,province_0494
4282447049,0xFF40F4C9,province_0495
4282447576,0xFF40F6D8,province_0496
4282449033,0xFF40FC89,province_0497
4282449884,0xFF40FFDC,province_0498
4282470304,0xFF414FA0,province_0499
4282473010,0xFF415A32,province_0500
4282473805,0xFF415D4D,province_0501
4282475161,0xFF416299,province_0502
4282477566,0xFF416BFE,province_0503
4282479996,0xFF41757C,province_0504
4282480963,0xFF417943,province_0505
4282482062,0xFF417D8E,province_0506
4282485692,0xFF418BBC,province_0507
4282487352,0xFF419238,province_0508
4282488470,0xFF419696,province_0509
4282489470,0xFF419A7E,province_0510
4282493118,0xFF41A8BE,province_0511
4282497419,0xFF41B98B,province_0512
4282497622,0xFF41BA56,province_0513
4282498489,0xFF41BDB9,province_0514
4282499447,0xFF41C177,province_0515
4282500951,0xFF41C757,province_0516
4282505171,0xFF41D7D3,province_0517
4282505571,0xFF41D963,province_0518
4282505930,0xFF41DACA,province_0519
4282507950,0xFF41E2AE,province_0520
4282508532,0xFF41E4F4,province_0521
4282509701,0xFF41E985,province_0522
4282510334,0xFF41EBFE,province_0523
4282512998,0xFF41F666,province_0524
4282513310,0xFF41F79E,province_0525
4282514915,0xFF41FDE3,province_0526
4282515045,0xFF41FE65,province_0527
4282529184,0xFF4235A0,province_0528
4282529747,0xFF4237D3,province_0529
4282531309,0xFF423DED,province_0530
4282531672,0xFF423F58,province_0531
4282533480,0xFF424668,province_0532
4282535145,0xFF424CE9,province_0533
4282537021,0xFF42543D,province_0534
4282537043,0xFF425453,province_0535
4282537056,0xFF425460,province_0536
4282537924,0xFF4257C4,province_0537
4282539720,0xFF425EC8,province_0538
4282541458,0xFF426592,province_0539
4282543671,0xFF426E37,province_0540
4282545391,0xFF4274EF,province_0541
4282551637,0xFF428D55,province_0542
4282551679,0xFF428D7F,province_0543
4282551770,0xFF428DDA,province_0544
4282554267,0xFF42979B,province_0545
4282555725,0xFF429D4D,province_0546
4282559123,0xFF42AA93,province_0547
4282562276,0xFF42B6E4,province_0548
4282567088,0xFF42C9B0,province_0549
4282568299,0xFF42CE6B,province_0550
4282570415,0xFF42D6AF,province_0551
4282570744,0xFF42D7F8,province_0552
4282572170,0xFF42DD8A,province_0553
4282573564,0xFF42E2FC,province_0554
4282594725,0xFF4335A5,province_0555
4282599591,0xFF4348A7,province_0556
4282601721,0xFF4350F9,province_0557
4282603730,0xFF4358D2,province_0558
4282604974,0xFF435DAE,province_0559
4282606332,0xFF4362FC,province_0560
4282606693,0xFF436465,province_0561
4282607203,0xFF436663,province_0562
4282609081,0xFF436DB9,province_0563
4282609246,0xFF436E5E,province_0564
4282610061,0xFF43718D,province_0565
4282613097,0xFF437D69,province_0566
4282615928,0xFF438878,province_0567
4282617926,0xFF439046,province_0568
4282618450,0xFF439252,province_0569
4282619031,0xFF439497,province_0570
4282624911,0xFF43AB8F,province_0571
4282626207,0xFF43B09F,province_0572
4282628190,0xFF43B85E,province_0573
4282631355,0xFF43C4BB,province_0574
4282638451,0xFF43E073,province_0575
4282640837,0xFF43E9C5,province_0576
4282642022,0xFF43EE66,province_0577
4282643077,0xFF43F285,province_0578
4282643136,0xFF43F2C0,province_0579
4282645083,0xFF43FA5B,province_0580
4282646383,0xFF43FF6F,province_0581
4282663112,0xFF4440C8,province_0582
4282665535,0xFF444A3F,province_0583
4282668436,0xFF445594,province_0584
4282670521,0xFF445DB9,province_0585
4282670821,0xFF445EE5,province_0586
4282671021,0xFF445FAD,province_0587
4282671516,0xFF44619C,province_0588
4282671602,0xFF4461F2,province_0589
4282672490,0xFF44656A,province_0590
4282675088,0xFF446F90,province_0591
4282675597,0xFF44718D,province_0592
4282679405,0xFF44806D,province_0593
4282682977,0xFF448E61,province_0594
4282683330,0xFF448FC2,province_0595
4282683712,0xFF449140,province_0596
4282684314,0xFF44939A,province_0597
4282685054,0xFF44967E,province_0598
4282685505,0xFF449841,province_0599
4282686422,0xFF449BD6,province_0600
4282686667,0xFF449CCB,province_0601
4282687154,0xFF449EB2,province_0602
4282689393,0xFF44A771,province_0603
4282691803,0xFF44B0DB,province_0604
4282694297,0xFF44BA99,province_0605
4282694568,0xFF44BBA8,province_0606
4282694575,0xFF44BBAF,province_0607
4282695653,0xFF44BFE5,province_0608
4282697215,0xFF44C5FF,province_0609
4282697640,0xFF44C7A8,province_0610
4282698220,0xFF44C9EC,province_0611
4282698551,0xFF44CB37,province_0612
4282699107,0xFF44CD63,province_0613
4282699635,0xFF44CF73,province_0614
4282701245,0xFF44D5BD,province_0615
4282705308,0xFF44E59C,province_0616
4282710145,0xFF44F881,province_0617
4282711978,0xFF44FFAA,province_0618
4282725309,0xFF4533BD,province_0619
4282727091,0xFF453AB3,province_0620
4282727586,0xFF453CA2,province_0621
4282727834,0xFF453D9A,province_0622
4282728841,0xFF454189,province_0623
4282730300,0xFF45473C,province_0624
4282732958,0xFF45519E,province_0625
4282736050,0xFF455DB2,province_0626
4282737034,0xFF45618A,province_0627
4282737079,0xFF4561B7,province_0628
4282738006,0xFF456556,province_0629
4282740890,0xFF45709A,province_0630
4282741043,0xFF457133,province_0631
4282742962,0xFF4578B2,province_0632
4282743176,0xFF457988,province_0633
4282744696,0xFF457F78,province_0634
4282747034,0xFF45889A,province_0635
4282749593,0xFF459299,province_0636
4282750417,0xFF4595D1,province_0637
4282751224,0xFF4598F8,province_0638
4282752381,0xFF459D7D,province_0639
4282753082,0xFF45A03A,province_0640
4282754720,0xFF45A6A0,province_0641
4282756862,0xFF45AEFE,province_0642
4282762638,0xFF45C58E,province_0643
4282763652,0xFF45C984,province_0644
4282763766,0xFF45C9F6,province_0645
4282764948,0xFF45CE94,province_0646
4282766327,0xFF45D3F7,province_0647
4282768114,0xFF45DAF2,province_0648
4282768969,0xFF45DE49,province_0649
4282770021,0xFF45E265,province_0650
4282770146,0xFF45E2E2,province_0651
4282770627,0xFF45E4C3,province_0652
4282770861,0xFF45E5AD,province_0653
4282770930,0xFF45E5F2,province_0654
4282773997,0xFF45F1ED,province_0655
4282774008,0xFF45F1F8,province_0656
4282776193,0xFF45FA81,province_0657
4282790746,0xFF46335A,province_0658
4282792247,0xFF463937,province_0659
4282793024,0xFF463C40,province_0660
4282797534,0xFF464DDE,province_0661
4282798000,0xFF464FB0,province_0662
4282798560,0xFF4651E0,province_0663
4282799306,0xFF4654CA,province_0664
4282799962,0xFF46575A,province_0665
4282800955,0xFF465B3B,province_0666
4282805558,0xFF466D36,province_0667
4282806426,0xFF46709A,province_0668
4282807098,0xFF46733A,province_0669
4282808821,0xFF4679F5,province_0670
4282809755,0xFF467D9B,province_0671
4282812131,0xFF4686E3,province_0672
4282817776,0xFF469CF0,province_0673
4282818666,0xFF46A06A,province_0674
4282819771,0xFF46A4BB,province_0675
4282820196,0xFF46A664,province_0676
4282822392,0xFF46AEF8,province_0677
4282822529,0xFF46AF81,province_0678
4282827884,0xFF46C46C,province_0679
4282828394,0xFF46C66A,province_0680
4282829426,0xFF46CA72,province_0681
4282831862,0xFF46D3F6,province_0682
4282833372,0xFF46D9DC,province_0683
4282839111,0xFF46F047,province_0684
4282840415,0xFF46F55F,province_0685
4282856008,0xFF473248,province_0686
4282856022,0xFF473256,province_0687
4282856039,0xFF473267,province_0688
4282858336,0xFF473B60,province_0689
4282858587,0xFF473C5B,province_0690
4282861204,0xFF474694,province_0691
4282868453,0xFF4762E5,province_0692
4282868457,0xFF4762E9,province_0693
4282877918,0xFF4787DE,province_0694
4282883150,0xFF479C4E,province_0695
4282887106,0xFF47ABC2,province_0696
4282887862,0xFF47AEB6,province_0697
4282890724,0xFF47B9E4,province_0698
4282891879,0xFF47BE67,province_0699
4282892196,0xFF47BFA4,province_0700
4282892782,0xFF47C1EE,province_0701
4282892861,0xFF47C23D,province_0702
4282893921,0xFF47C661,province_0703
4282896812,0xFF47D1AC,province_0704
4282897546,0xFF47D48A,province_0705
4282899074,0xFF47DA82,province_0706
4282901239,0xFF47E2F7,province_0707
4282902439,0xFF47E7A7,province_0708
4282902455,0xFF47E7B7,province_0709
4282902874,0xFF47E95A,province_0710
4282903391,0xFF47EB5F,province_0711
4282903805,0xFF47ECFD,province_0712
4282903941,0xFF47ED85,province_0713
4282904637,0xFF47F03D,province_0714
4282905725,0xFF47F47D,province_0715
4282906531,0xFF47F7A3,province_0716
4282906832,0xFF47F8D0,province_0717
4282907538,0xFF47FB92,province_0718
4282921680,0xFF4832D0,province_0719
4282923606,0xFF483A56,province_0720
4282928796,0xFF484E9C,province_0721
4282929520,0xFF485170,province_0722
4282933907,0xFF486293,province_0723
4282934729,0xFF4865C9,province_0724
4282935113,0xFF486749,province_0725
4282935361,0xFF486841,province_0726
4282936951,0xFF486E77,province_0727
4282939308,0xFF4877AC,province_0728
4282946622,0xFF48943E,province_0729
4282946873,0xFF489539,province_0730
